text,intent
would you mind helping us take a picture ?,directive
"yes , he described her to me , and she sounded like my type .",inform
"actually , five and a half.on saturday , we have classes only in the morning .",inform
"yes , they'll be happy to help . believe me , it happens to many people .",inform
all that's left is to cook it .,inform
how sweet ! maybe he was just a shy guy who had a crush on you !,inform
it was that final sprint ! you were great ! really !,inform
"isn ’ t he the best instructor ? i think he ’ s so hot . wow ! i really feel energized , don ’ t you ?",question
then what about the salary ? would you get more ?,question
"it ’ s a pleasure to meet you , miss green .",inform
really ? when will she come back ?,question
do you have a list of funny jokes,inform
"sure , then . may it really be a day of enjoyment . other than that , we can also teach him something about science .",directive
"look at the long line , there are always a lot of people waiting in lines just for the cheese burger . it must be very delicious .",inform
look at that pretty girl .,inform
you know how to draw and paint ?,question
it's 876 . here is my key card .,inform
"you're welcome . by the way , is there a pay phone near here ?",question
"i can believe it , and i am very excited about it .",inform
"is there anyway, i can report my card being stolen",complaint
good ! how much is it ?,question
is it easy to learn ?,question
"yes , it wasn't too hard to get . all i had to do was fill out the paperwork and pay the application fee .",inform
can i pay by card ?,directive
i think so too.let ' s go !,inform
"good.that is the kind of man we are looking for.by the way , do you like traveling ? our sales representatives need to travel a lot .",directive
i can't believe she would do that to you . it's so dishonest-and rude !,inform
i can do a chest x-ray to check for congestion .,commissive
you should do better later .,directive
really ? a foreign parrot !,question
have you heard about alice and david ?,question
i want to find out what my credit score is,inform
i hope it ’ ll continue for a long time .,inform
"huh ... i think 7 % is little high that might be hard to do . how about this ? we'll give you a discount of 4 % , but you can have 90 days credits .",directive
"really ? well , what time does it start ?",question
i haven ’ t seen you for several days .,inform
"oh , i've heard a lot about the chinese herbal medicine . i believe it will work .",commissive
"that ’ s okay . i ’ m sorry , too . it ’ s a good idea to prepare for the future possibilities .",inform
look at these gorgeous paintings !,directive
i needed to get something really quick .,inform
"it might not be the most efficient , but if you think about it , it makes pretty good sense . the stockholders are our investors . they own the capital in our company , so they should have say about what is done with the company .",inform
